class,loudness,loudness-d,pitch,pitch-d,energy,jitter,shimmer,alpha-ratio,hammarberg-index,spectral-flux,spectral-slope
CLASSE,0.07929627321984453,24.738146040174694,0.002909887193441938,0.029991042696767372,1.3855571779939864,-15.35555156071981,21.942232343885625,0.023212074457357332,0.03873615422182612,0,0
